pair_id,pair_label,pair_scope,reporter_id,reporter_iso3,reporter_name,reporter_type,partner_id,partner_iso3,partner_name,partner_type,score_status
AGO__FJI,Angola imports from Fiji,goods,AGO,AGO,Angola,country,FJI,FJI,Fiji,country,unbuilt
AGO__FSM,"Angola imports from Micronesia, Federated States of",goods,AGO,AGO,Angola,country,FSM,FSM,"Micronesia, Federated States of",country,unbuilt
AGO__GAB,Angola imports from Gabon,goods,AGO,AGO,Angola,country,GAB,GAB,Gabon,country,unbuilt
AGO__GBR,Angola imports from United Kingdom,goods,AGO,AGO,Angola,country,GBR,GBR,United Kingdom,country,unbuilt
AGO__GEO,Angola imports from Georgia,goods,AGO,AGO,Angola,country,GEO,GEO,Georgia,country,unbuilt
AGO__GHA,Angola imports from Ghana,goods,AGO,AGO,Angola,country,GHA,GHA,Ghana,country,unbuilt
AGO__GIN,Angola imports from Guinea,goods,AGO,AGO,Angola,country,GIN,GIN,Guinea,country,unbuilt
AGO__GMB,Angola imports from Gambia,goods,AGO,AGO,Angola,country,GMB,GMB,Gambia,country,unbuilt
AGO__GNB,Angola imports from Guinea-Bissau,goods,AGO,AGO,Angola,country,GNB,GNB,Guinea-Bissau,country,unbuilt
AGO__GNQ,Angola imports from Equatorial Guinea,goods,AGO,AGO,Angola,country,GNQ,GNQ,Equatorial Guinea,country,unbuilt
AGO__GRD,Angola imports from Grenada,goods,AGO,AGO,Angola,country,GRD,GRD,Grenada,country,unbuilt
AGO__GTM,Angola imports from Guatemala,goods,AGO,AGO,Angola,country,GTM,GTM,Guatemala,country,unbuilt
AGO__GUY,Angola imports from Guyana,goods,AGO,AGO,Angola,country,GUY,GUY,Guyana,country,unbuilt
AGO__HKG,Angola imports from Hong Kong,goods,AGO,AGO,Angola,country,HKG,HKG,Hong Kong,country,unbuilt
AGO__HND,Angola imports from Honduras,goods,AGO,AGO,Angola,country,HND,HND,Honduras,country,unbuilt
AGO__HTI,Angola imports from Haiti,goods,AGO,AGO,Angola,country,HTI,HTI,Haiti,country,unbuilt
AGO__IDN,Angola imports from Indonesia,goods,AGO,AGO,Angola,country,IDN,IDN,Indonesia,country,unbuilt
AGO__IND,Angola imports from India,goods,AGO,AGO,Angola,country,IND,IND,India,country,unbuilt
AGO__IRN,"Angola imports from Iran, Islamic Republic of",goods,AGO,AGO,Angola,country,IRN,IRN,"Iran, Islamic Republic of",country,unbuilt
AGO__IRQ,Angola imports from Iraq,goods,AGO,AGO,Angola,country,IRQ,IRQ,Iraq,country,unbuilt
AGO__ISL,Angola imports from Iceland,goods,AGO,AGO,Angola,country,ISL,ISL,Iceland,country,unbuilt
AGO__ISR,Angola imports from Israel,goods,AGO,AGO,Angola,country,ISR,ISR,Israel,country,unbuilt
AGO__JAM,Angola imports from Jamaica,goods,AGO,AGO,Angola,country,JAM,JAM,Jamaica,country,unbuilt
AGO__JOR,Angola imports from Jordan,goods,AGO,AGO,Angola,country,JOR,JOR,Jordan,country,unbuilt
AGO__JPN,Angola imports from Japan,goods,AGO,AGO,Angola,country,JPN,JPN,Japan,country,unbuilt
AGO__KAZ,Angola imports from Kazakhstan,goods,AGO,AGO,Angola,country,KAZ,KAZ,Kazakhstan,country,unbuilt
AGO__KEN,Angola imports from Kenya,goods,AGO,AGO,Angola,country,KEN,KEN,Kenya,country,unbuilt
AGO__KGZ,Angola imports from Kyrgyzstan,goods,AGO,AGO,Angola,country,KGZ,KGZ,Kyrgyzstan,country,unbuilt
AGO__KHM,Angola imports from Cambodia,goods,AGO,AGO,Angola,country,KHM,KHM,Cambodia,country,unbuilt
AGO__KNA,Angola imports from Saint Kitts and Nevis,goods,AGO,AGO,Angola,country,KNA,KNA,Saint Kitts and Nevis,country,unbuilt
AGO__KOR,Angola imports from South Korea,goods,AGO,AGO,Angola,country,KOR,KOR,South Korea,country,unbuilt
AGO__KWT,Angola imports from Kuwait,goods,AGO,AGO,Angola,country,KWT,KWT,Kuwait,country,unbuilt
AGO__LAO,Angola imports from Lao People's Democratic Republic,goods,AGO,AGO,Angola,country,LAO,LAO,Lao People's Democratic Republic,country,unbuilt
AGO__LBN,Angola imports from Lebanon,goods,AGO,AGO,Angola,country,LBN,LBN,Lebanon,country,unbuilt
AGO__LBR,Angola imports from Liberia,goods,AGO,AGO,Angola,country,LBR,LBR,Liberia,country,unbuilt
AGO__LBY,Angola imports from Libya,goods,AGO,AGO,Angola,country,LBY,LBY,Libya,country,unbuilt
AGO__LCA,Angola imports from Saint Lucia,goods,AGO,AGO,Angola,country,LCA,LCA,Saint Lucia,country,unbuilt
AGO__LIE,Angola imports from Liechtenstein,goods,AGO,AGO,Angola,country,LIE,LIE,Liechtenstein,country,unbuilt
AGO__LKA,Angola imports from Sri Lanka,goods,AGO,AGO,Angola,country,LKA,LKA,Sri Lanka,country,unbuilt
AGO__LSO,Angola imports from Lesotho,goods,AGO,AGO,Angola,country,LSO,LSO,Lesotho,country,unbuilt
AGO__MAC,Angola imports from Macao,goods,AGO,AGO,Angola,country,MAC,MAC,Macao,country,unbuilt
AGO__MAR,Angola imports from Morocco,goods,AGO,AGO,Angola,country,MAR,MAR,Morocco,country,unbuilt
AGO__MDA,"Angola imports from Moldova, Republic of",goods,AGO,AGO,Angola,country,MDA,MDA,"Moldova, Republic of",country,unbuilt
AGO__MDG,Angola imports from Madagascar,goods,AGO,AGO,Angola,country,MDG,MDG,Madagascar,country,unbuilt
AGO__MDV,Angola imports from Maldives,goods,AGO,AGO,Angola,country,MDV,MDV,Maldives,country,unbuilt
AGO__MEX,Angola imports from Mexico,goods,AGO,AGO,Angola,country,MEX,MEX,Mexico,country,unbuilt
AGO__MKD,Angola imports from North Macedonia,goods,AGO,AGO,Angola,country,MKD,MKD,North Macedonia,country,unbuilt
AGO__MLI,Angola imports from Mali,goods,AGO,AGO,Angola,country,MLI,MLI,Mali,country,unbuilt
AGO__MMR,Angola imports from Myanmar,goods,AGO,AGO,Angola,country,MMR,MMR,Myanmar,country,unbuilt
AGO__MNE,Angola imports from Montenegro,goods,AGO,AGO,Angola,country,MNE,MNE,Montenegro,country,unbuilt
AGO__MNG,Angola imports from Mongolia,goods,AGO,AGO,Angola,country,MNG,MNG,Mongolia,country,unbuilt
AGO__MOZ,Angola imports from Mozambique,goods,AGO,AGO,Angola,country,MOZ,MOZ,Mozambique,country,unbuilt
AGO__MRT,Angola imports from Mauritania,goods,AGO,AGO,Angola,country,MRT,MRT,Mauritania,country,unbuilt
AGO__MTQ,Angola imports from Martinique,goods,AGO,AGO,Angola,country,MTQ,MTQ,Martinique,country,unbuilt
AGO__MUS,Angola imports from Mauritius,goods,AGO,AGO,Angola,country,MUS,MUS,Mauritius,country,unbuilt
AGO__MWI,Angola imports from Malawi,goods,AGO,AGO,Angola,country,MWI,MWI,Malawi,country,unbuilt
AGO__MYS,Angola imports from Malaysia,goods,AGO,AGO,Angola,country,MYS,MYS,Malaysia,country,unbuilt
AGO__NAM,Angola imports from Namibia,goods,AGO,AGO,Angola,country,NAM,NAM,Namibia,country,unbuilt
AGO__NER,Angola imports from Niger,goods,AGO,AGO,Angola,country,NER,NER,Niger,country,unbuilt
AGO__NGA,Angola imports from Nigeria,goods,AGO,AGO,Angola,country,NGA,NGA,Nigeria,country,unbuilt
AGO__NIC,Angola imports from Nicaragua,goods,AGO,AGO,Angola,country,NIC,NIC,Nicaragua,country,unbuilt
AGO__NOR,Angola imports from Norway,goods,AGO,AGO,Angola,country,NOR,NOR,Norway,country,unbuilt
AGO__NPL,Angola imports from Nepal,goods,AGO,AGO,Angola,country,NPL,NPL,Nepal,country,unbuilt
AGO__NZL,Angola imports from New Zealand,goods,AGO,AGO,Angola,country,NZL,NZL,New Zealand,country,unbuilt
AGO__OMN,Angola imports from Oman,goods,AGO,AGO,Angola,country,OMN,OMN,Oman,country,unbuilt
AGO__PAK,Angola imports from Pakistan,goods,AGO,AGO,Angola,country,PAK,PAK,Pakistan,country,unbuilt
AGO__PAN,Angola imports from Panama,goods,AGO,AGO,Angola,country,PAN,PAN,Panama,country,unbuilt
AGO__PER,Angola imports from Peru,goods,AGO,AGO,Angola,country,PER,PER,Peru,country,unbuilt
AGO__PHL,Angola imports from Philippines,goods,AGO,AGO,Angola,country,PHL,PHL,Philippines,country,unbuilt
AGO__PNG,Angola imports from Papua New Guinea,goods,AGO,AGO,Angola,country,PNG,PNG,Papua New Guinea,country,unbuilt
AGO__PRK,"Angola imports from Korea, Democratic People's Republic of",goods,AGO,AGO,Angola,country,PRK,PRK,"Korea, Democratic People's Republic of",country,unbuilt
AGO__PRY,Angola imports from Paraguay,goods,AGO,AGO,Angola,country,PRY,PRY,Paraguay,country,unbuilt
AGO__QAT,Angola imports from Qatar,goods,AGO,AGO,Angola,country,QAT,QAT,Qatar,country,unbuilt
AGO__RUS,Angola imports from Russia,goods,AGO,AGO,Angola,country,RUS,RUS,Russia,country,unbuilt
AGO__RWA,Angola imports from Rwanda,goods,AGO,AGO,Angola,country,RWA,RWA,Rwanda,country,unbuilt
AGO__SAU,Angola imports from Saudi Arabia,goods,AGO,AGO,Angola,country,SAU,SAU,Saudi Arabia,country,unbuilt
AGO__SDN,Angola imports from Sudan,goods,AGO,AGO,Angola,country,SDN,SDN,Sudan,country,unbuilt
AGO__SEN,Angola imports from Senegal,goods,AGO,AGO,Angola,country,SEN,SEN,Senegal,country,unbuilt
AGO__SGP,Angola imports from Singapore,goods,AGO,AGO,Angola,country,SGP,SGP,Singapore,country,unbuilt
AGO__SLB,Angola imports from Solomon Islands,goods,AGO,AGO,Angola,country,SLB,SLB,Solomon Islands,country,unbuilt
AGO__SLE,Angola imports from Sierra Leone,goods,AGO,AGO,Angola,country,SLE,SLE,Sierra Leone,country,unbuilt
AGO__SLV,Angola imports from El Salvador,goods,AGO,AGO,Angola,country,SLV,SLV,El Salvador,country,unbuilt
AGO__SOM,Angola imports from Somalia,goods,AGO,AGO,Angola,country,SOM,SOM,Somalia,country,unbuilt
AGO__SRB,Angola imports from Serbia,goods,AGO,AGO,Angola,country,SRB,SRB,Serbia,country,unbuilt
AGO__SSD,Angola imports from South Sudan,goods,AGO,AGO,Angola,country,SSD,SSD,South Sudan,country,unbuilt
AGO__STP,Angola imports from Sao Tome and Principe,goods,AGO,AGO,Angola,country,STP,STP,Sao Tome and Principe,country,unbuilt
AGO__SUR,Angola imports from Suriname,goods,AGO,AGO,Angola,country,SUR,SUR,Suriname,country,unbuilt
AGO__SWZ,Angola imports from Eswatini,goods,AGO,AGO,Angola,country,SWZ,SWZ,Eswatini,country,unbuilt
AGO__SYC,Angola imports from Seychelles,goods,AGO,AGO,Angola,country,SYC,SYC,Seychelles,country,unbuilt
AGO__SYR,Angola imports from Syrian Arab Republic,goods,AGO,AGO,Angola,country,SYR,SYR,Syrian Arab Republic,country,unbuilt
AGO__TCD,Angola imports from Chad,goods,AGO,AGO,Angola,country,TCD,TCD,Chad,country,unbuilt
AGO__TGO,Angola imports from Togo,goods,AGO,AGO,Angola,country,TGO,TGO,Togo,country,unbuilt
AGO__THA,Angola imports from Thailand,goods,AGO,AGO,Angola,country,THA,THA,Thailand,country,unbuilt
AGO__TJK,Angola imports from Tajikistan,goods,AGO,AGO,Angola,country,TJK,TJK,Tajikistan,country,unbuilt
AGO__TKM,Angola imports from Turkmenistan,goods,AGO,AGO,Angola,country,TKM,TKM,Turkmenistan,country,unbuilt
AGO__TLS,Angola imports from Timor-Leste,goods,AGO,AGO,Angola,country,TLS,TLS,Timor-Leste,country,unbuilt
AGO__TON,Angola imports from Tonga,goods,AGO,AGO,Angola,country,TON,TON,Tonga,country,unbuilt
AGO__TTO,Angola imports from Trinidad and Tobago,goods,AGO,AGO,Angola,country,TTO,TTO,Trinidad and Tobago,country,unbuilt
AGO__TUN,Angola imports from Tunisia,goods,AGO,AGO,Angola,country,TUN,TUN,Tunisia,country,unbuilt
AGO__TUR,Angola imports from Turkey,goods,AGO,AGO,Angola,country,TUR,TUR,Turkey,country,unbuilt
AGO__TZA,"Angola imports from Tanzania, United Republic of",goods,AGO,AGO,Angola,country,TZA,TZA,"Tanzania, United Republic of",country,unbuilt
AGO__UGA,Angola imports from Uganda,goods,AGO,AGO,Angola,country,UGA,UGA,Uganda,country,unbuilt
AGO__UKR,Angola imports from Ukraine,goods,AGO,AGO,Angola,country,UKR,UKR,Ukraine,country,unbuilt
AGO__UMI,Angola imports from United States Minor Outlying Islands,goods,AGO,AGO,Angola,country,UMI,UMI,United States Minor Outlying Islands,country,unbuilt
AGO__URY,Angola imports from Uruguay,goods,AGO,AGO,Angola,country,URY,URY,Uruguay,country,unbuilt
AGO__USA,Angola imports from United States,goods,AGO,AGO,Angola,country,USA,USA,United States,country,unbuilt
AGO__UZB,Angola imports from Uzbekistan,goods,AGO,AGO,Angola,country,UZB,UZB,Uzbekistan,country,unbuilt
AGO__VAT,Angola imports from Holy See (Vatican City State),goods,AGO,AGO,Angola,country,VAT,VAT,Holy See (Vatican City State),country,unbuilt
AGO__VCT,Angola imports from Saint Vincent and the Grenadines,goods,AGO,AGO,Angola,country,VCT,VCT,Saint Vincent and the Grenadines,country,unbuilt
AGO__VEN,"Angola imports from Venezuela, Bolivarian Republic of",goods,AGO,AGO,Angola,country,VEN,VEN,"Venezuela, Bolivarian Republic of",country,unbuilt
AGO__VNM,Angola imports from Viet Nam,goods,AGO,AGO,Angola,country,VNM,VNM,Viet Nam,country,unbuilt
AGO__VUT,Angola imports from Vanuatu,goods,AGO,AGO,Angola,country,VUT,VUT,Vanuatu,country,unbuilt
AGO__WSM,Angola imports from Samoa,goods,AGO,AGO,Angola,country,WSM,WSM,Samoa,country,unbuilt
AGO__YEM,Angola imports from Yemen,goods,AGO,AGO,Angola,country,YEM,YEM,Yemen,country,unbuilt
AGO__ZAF,Angola imports from South Africa,goods,AGO,AGO,Angola,country,ZAF,ZAF,South Africa,country,unbuilt
AGO__ZMB,Angola imports from Zambia,goods,AGO,AGO,Angola,country,ZMB,ZMB,Zambia,country,unbuilt
AGO__ZWE,Angola imports from Zimbabwe,goods,AGO,AGO,Angola,country,ZWE,ZWE,Zimbabwe,country,unbuilt
ALB__AFG,Albania imports from Afghanistan,goods,ALB,ALB,Albania,country,AFG,AFG,Afghanistan,country,unbuilt
ALB__AGO,Albania imports from Angola,goods,ALB,ALB,Albania,country,AGO,AGO,Angola,country,unbuilt
ALB__AND,Albania imports from Andorra,goods,ALB,ALB,Albania,country,AND,AND,Andorra,country,unbuilt
ALB__ARE,Albania imports from United Arab Emirates,goods,ALB,ALB,Albania,country,ARE,ARE,United Arab Emirates,country,unbuilt
ALB__ARG,Albania imports from Argentina,goods,ALB,ALB,Albania,country,ARG,ARG,Argentina,country,unbuilt
ALB__ARM,Albania imports from Armenia,goods,ALB,ALB,Albania,country,ARM,ARM,Armenia,country,unbuilt
ALB__ATG,Albania imports from Antigua and Barbuda,goods,ALB,ALB,Albania,country,ATG,ATG,Antigua and Barbuda,country,unbuilt
ALB__AUS,Albania imports from Australia,goods,ALB,ALB,Albania,country,AUS,AUS,Australia,country,unbuilt
ALB__AZE,Albania imports from Azerbaijan,goods,ALB,ALB,Albania,country,AZE,AZE,Azerbaijan,country,unbuilt
ALB__BDI,Albania imports from Burundi,goods,ALB,ALB,Albania,country,BDI,BDI,Burundi,country,unbuilt
ALB__BEN,Albania imports from Benin,goods,ALB,ALB,Albania,country,BEN,BEN,Benin,country,unbuilt
ALB__BFA,Albania imports from Burkina Faso,goods,ALB,ALB,Albania,country,BFA,BFA,Burkina Faso,country,unbuilt
ALB__BGD,Albania imports from Bangladesh,goods,ALB,ALB,Albania,country,BGD,BGD,Bangladesh,country,unbuilt
ALB__BHR,Albania imports from Bahrain,goods,ALB,ALB,Albania,country,BHR,BHR,Bahrain,country,unbuilt
ALB__BHS,Albania imports from Bahamas,goods,ALB,ALB,Albania,country,BHS,BHS,Bahamas,country,unbuilt
ALB__BIH,Albania imports from Bosnia and Herzegovina,goods,ALB,ALB,Albania,country,BIH,BIH,Bosnia and Herzegovina,country,unbuilt
ALB__BLR,Albania imports from Belarus,goods,ALB,ALB,Albania,country,BLR,BLR,Belarus,country,unbuilt
ALB__BLZ,Albania imports from Belize,goods,ALB,ALB,Albania,country,BLZ,BLZ,Belize,country,unbuilt
ALB__BMU,Albania imports from Bermuda,goods,ALB,ALB,Albania,country,BMU,BMU,Bermuda,country,unbuilt
ALB__BOL,"Albania imports from Bolivia, Plurinational State of",goods,ALB,ALB,Albania,country,BOL,BOL,"Bolivia, Plurinational State of",country,unbuilt
ALB__BRA,Albania imports from Brazil,goods,ALB,ALB,Albania,country,BRA,BRA,Brazil,country,unbuilt
ALB__BRB,Albania imports from Barbados,goods,ALB,ALB,Albania,country,BRB,BRB,Barbados,country,unbuilt
ALB__BRN,Albania imports from Brunei Darussalam,goods,ALB,ALB,Albania,country,BRN,BRN,Brunei Darussalam,country,unbuilt
ALB__BTN,Albania imports from Bhutan,goods,ALB,ALB,Albania,country,BTN,BTN,Bhutan,country,unbuilt
ALB__BWA,Albania imports from Botswana,goods,ALB,ALB,Albania,country,BWA,BWA,Botswana,country,unbuilt
ALB__CAF,Albania imports from Central African Republic,goods,ALB,ALB,Albania,country,CAF,CAF,Central African Republic,country,unbuilt
ALB__CAN,Albania imports from Canada,goods,ALB,ALB,Albania,country,CAN,CAN,Canada,country,unbuilt
ALB__CHE,Albania imports from Switzerland,goods,ALB,ALB,Albania,country,CHE,CHE,Switzerland,country,unbuilt
ALB__CHL,Albania imports from Chile,goods,ALB,ALB,Albania,country,CHL,CHL,Chile,country,unbuilt
ALB__CHN,Albania imports from China,goods,ALB,ALB,Albania,country,CHN,CHN,China,country,unbuilt
ALB__CIV,Albania imports from Côte d'Ivoire,goods,ALB,ALB,Albania,country,CIV,CIV,Côte d'Ivoire,country,unbuilt
ALB__CMR,Albania imports from Cameroon,goods,ALB,ALB,Albania,country,CMR,CMR,Cameroon,country,unbuilt
ALB__COD,"Albania imports from Congo, The Democratic Republic of the",goods,ALB,ALB,Albania,country,COD,COD,"Congo, The Democratic Republic of the",country,unbuilt
ALB__COG,Albania imports from Congo,goods,ALB,ALB,Albania,country,COG,COG,Congo,country,unbuilt
ALB__COL,Albania imports from Colombia,goods,ALB,ALB,Albania,country,COL,COL,Colombia,country,unbuilt
ALB__COM,Albania imports from Comoros,goods,ALB,ALB,Albania,country,COM,COM,Comoros,country,unbuilt
ALB__CPV,Albania imports from Cabo Verde,goods,ALB,ALB,Albania,country,CPV,CPV,Cabo Verde,country,unbuilt
ALB__CRI,Albania imports from Costa Rica,goods,ALB,ALB,Albania,country,CRI,CRI,Costa Rica,country,unbuilt
ALB__CUB,Albania imports from Cuba,goods,ALB,ALB,Albania,country,CUB,CUB,Cuba,country,unbuilt
ALB__CUW,Albania imports from Curaçao,goods,ALB,ALB,Albania,country,CUW,CUW,Curaçao,country,unbuilt
ALB__DJI,Albania imports from Djibouti,goods,ALB,ALB,Albania,country,DJI,DJI,Djibouti,country,unbuilt
ALB__DMA,Albania imports from Dominica,goods,ALB,ALB,Albania,country,DMA,DMA,Dominica,country,unbuilt
ALB__DOM,Albania imports from Dominican Republic,goods,ALB,ALB,Albania,country,DOM,DOM,Dominican Republic,country,unbuilt
ALB__DZA,Albania imports from Algeria,goods,ALB,ALB,Albania,country,DZA,DZA,Algeria,country,unbuilt
ALB__ECU,Albania imports from Ecuador,goods,ALB,ALB,Albania,country,ECU,ECU,Ecuador,country,unbuilt
ALB__EGY,Albania imports from Egypt,goods,ALB,ALB,Albania,country,EGY,EGY,Egypt,country,unbuilt
ALB__ERI,Albania imports from Eritrea,goods,ALB,ALB,Albania,country,ERI,ERI,Eritrea,country,unbuilt
ALB__ETH,Albania imports from Ethiopia,goods,ALB,ALB,Albania,country,ETH,ETH,Ethiopia,country,unbuilt
ALB__EU,Albania imports from European Union,goods,ALB,ALB,Albania,country,EU,EUU,European Union,customs_union,unbuilt
ALB__FJI,Albania imports from Fiji,goods,ALB,ALB,Albania,country,FJI,FJI,Fiji,country,unbuilt
ALB__FSM,"Albania imports from Micronesia, Federated States of",goods,ALB,ALB,Albania,country,FSM,FSM,"Micronesia, Federated States of",country,unbuilt
ALB__GAB,Albania imports from Gabon,goods,ALB,ALB,Albania,country,GAB,GAB,Gabon,country,unbuilt
ALB__GBR,Albania imports from United Kingdom,goods,ALB,ALB,Albania,country,GBR,GBR,United Kingdom,country,unbuilt
ALB__GEO,Albania imports from Georgia,goods,ALB,ALB,Albania,country,GEO,GEO,Georgia,country,unbuilt
ALB__GHA,Albania imports from Ghana,goods,ALB,ALB,Albania,country,GHA,GHA,Ghana,country,unbuilt
ALB__GIN,Albania imports from Guinea,goods,ALB,ALB,Albania,country,GIN,GIN,Guinea,country,unbuilt
ALB__GMB,Albania imports from Gambia,goods,ALB,ALB,Albania,country,GMB,GMB,Gambia,country,unbuilt
ALB__GNB,Albania imports from Guinea-Bissau,goods,ALB,ALB,Albania,country,GNB,GNB,Guinea-Bissau,country,unbuilt
ALB__GNQ,Albania imports from Equatorial Guinea,goods,ALB,ALB,Albania,country,GNQ,GNQ,Equatorial Guinea,country,unbuilt
ALB__GRD,Albania imports from Grenada,goods,ALB,ALB,Albania,country,GRD,GRD,Grenada,country,unbuilt
ALB__GTM,Albania imports from Guatemala,goods,ALB,ALB,Albania,country,GTM,GTM,Guatemala,country,unbuilt
ALB__GUY,Albania imports from Guyana,goods,ALB,ALB,Albania,country,GUY,GUY,Guyana,country,unbuilt
ALB__HKG,Albania imports from Hong Kong,goods,ALB,ALB,Albania,country,HKG,HKG,Hong Kong,country,unbuilt
ALB__HND,Albania imports from Honduras,goods,ALB,ALB,Albania,country,HND,HND,Honduras,country,unbuilt
ALB__HTI,Albania imports from Haiti,goods,ALB,ALB,Albania,country,HTI,HTI,Haiti,country,unbuilt
ALB__IDN,Albania imports from Indonesia,goods,ALB,ALB,Albania,country,IDN,IDN,Indonesia,country,unbuilt
ALB__IND,Albania imports from India,goods,ALB,ALB,Albania,country,IND,IND,India,country,unbuilt
ALB__IRN,"Albania imports from Iran, Islamic Republic of",goods,ALB,ALB,Albania,country,IRN,IRN,"Iran, Islamic Republic of",country,unbuilt
ALB__IRQ,Albania imports from Iraq,goods,ALB,ALB,Albania,country,IRQ,IRQ,Iraq,country,unbuilt
ALB__ISL,Albania imports from Iceland,goods,ALB,ALB,Albania,country,ISL,ISL,Iceland,country,unbuilt
ALB__ISR,Albania imports from Israel,goods,ALB,ALB,Albania,country,ISR,ISR,Israel,country,unbuilt
ALB__JAM,Albania imports from Jamaica,goods,ALB,ALB,Albania,country,JAM,JAM,Jamaica,country,unbuilt
ALB__JOR,Albania imports from Jordan,goods,ALB,ALB,Albania,country,JOR,JOR,Jordan,country,unbuilt
ALB__JPN,Albania imports from Japan,goods,ALB,ALB,Albania,country,JPN,JPN,Japan,country,unbuilt
ALB__KAZ,Albania imports from Kazakhstan,goods,ALB,ALB,Albania,country,KAZ,KAZ,Kazakhstan,country,unbuilt
ALB__KEN,Albania imports from Kenya,goods,ALB,ALB,Albania,country,KEN,KEN,Kenya,country,unbuilt
ALB__KGZ,Albania imports from Kyrgyzstan,goods,ALB,ALB,Albania,country,KGZ,KGZ,Kyrgyzstan,country,unbuilt
ALB__KHM,Albania imports from Cambodia,goods,ALB,ALB,Albania,country,KHM,KHM,Cambodia,country,unbuilt
ALB__KNA,Albania imports from Saint Kitts and Nevis,goods,ALB,ALB,Albania,country,KNA,KNA,Saint Kitts and Nevis,country,unbuilt
ALB__KOR,Albania imports from South Korea,goods,ALB,ALB,Albania,country,KOR,KOR,South Korea,country,unbuilt
